sample_id,taxon,frequency
S016,Dicrotendipes septemmaculatus,1
S016,Glyptotendipes tokunagai,10
S016,Harnischia japonica,3
S016,Harnischia sp.,2
S016,Lipiniella moderata,5
S016,Microchironomus tener,7
S016,Nilothauma sp.,8
S016,Parachironomus gracilior,8
S016,Paratanytarsus grimmii,3
S016,Polypedilum decematoguttatum,7
S016,Polypedilum masudai,10
S016,Polypedilum cultellatum,4
S016,Polypedilum sp.,15
S016,Stictochironomus sinsauensis,6
S016,Stictochironomus sp.,8
S016,Tanytarsus takahashii,6
S016,Potthastia sp.,10
S016,Thienemanniella sp.,3
S016,Brillia japonica,5
S016,Corynoneura sp.,7
S016,Cricotopus sylvestris,2
S016,Cricotopus sp.,13
S016,Eukiefferiella sp.,9
S016,Limnophyes tamakitanaides,4
S016,Orthocladius glabripennis,6
S016,Orthocladius sp.,8
S016,Propsilocerus akamusi,6
S016,Rheocricotopus sp.,9
S016,Conchapelopia sp.,7
S016,Rheopelopia sp.,8
S016,Tanypus punctipennis,2
S016,Cladopelma virescens,9
S016,Chironomidae sp.,6
S017,Chaetogaster limnaei,8
S017,Opidonais sp.,13
S017,Pristina biserrata,4
S017,Pristina longiseta,6
S017,Lumbriculus variegatus,9
S017,Lamprotus orientalis,5
S017,Procloeon maritimum,8
S017,Choroterpes altioculus,4
S017,Ephemera orientalis,3
S017,Caenis sp.,3
S017,Dixidae sp.,3
S017,Chironomus circumdatus,9
S017,Cladotanytarsus vanderwulpi,2
S017,Demicryptochironomus sp.,3
S017,Dicrotendipes nervosus,1
S017,Lipiniella moderata,4
S017,Paratendipes sp.,8
S017,Polypedilum pedestre,5
S017,Thienemanniella sp.,3
S017,Corynoneura sp.,7
S017,Eukiefferiella sp.,6
S017,Ablabesmyia prorasha,6
S017,Rheopelopia sp.,3
S017,Syrphidae sp.,1
S018,Anodonta woodiana,6
S018,Bothrioneurum vejdoskynum,9
S018,Limnodrilus claparedeianus,13
S018,Limnodrilus hoffmeisteri,8
S018,Haplotaxis gordioides,7
S018,Chaetogaster limnaei,6
S018,Amphichaeta asiatica,8
S018,Henlea sp.,8
S018,Lamprotus orientalis,8
S018,Gnorimosphaeroma sp.,11
S018,Asellus sp.,8
S018,Gammarus sp.,7
S018,Labiobaetis atrebatinus,6
S018,Procloeon pennulatum,9
S018,Choroterpes altioculus,10
S018,Potamanthus formosus,4
S018,Rhoenanthus coreanus,8
S018,Ephoron shigae,7
S018,Ephemera orientalis,6
S018,Serratella setigera,7
S018,Caenis sp.,8
S018,Psychoda sp.,11
S018,Dixidae sp.,11
S018,Benthalia sp.,8
S018,Chironomus circumdatus,8
S018,Chironomus nipponensis,1
S018,Cryptochironomus sp.,11
S018,Dicrotendipes septemmaculatus,4
S018,Glyptotendipes tokunagai,7
S018,Harnischia japonica,9
S018,Lipiniella moderata,5
S018,Microtendipes sp.,8
S018,Nilothauma sp.,9
S018,Parachironomus gracilior,9
S018,Paratanytarsus grimmii,3
S018,Paratanytarsus sp.,8
S018,Paratendipes albimanus,5
S018,Paratendipes sp.,11
S018,Polypedilum asakawaense,3
S018,Polypedilum cultellatum,10
S018,Polypedilum nubeculosum,3
S018,Polypedilum sp.,2
S018,Stictochironomus sp.,7
S018,Tanytarsus kiseogi,11
S018,Tanytarsus tamakutibasi,12
S018,Tanytarsus sp.,6
S018,Potthastia sp.,8
S018,Thienemanniella sp.,5
S018,Corynoneura sp.,12
S018,Cricotopus bicinctus,11
S018,Cricotopus sylvestris,2
S018,Cricotopus sp.,10
S018,Eukiefferiella sp.,7
S018,Hydrobaenus sp.,7
S018,Orthocladius sp.,7
S018,Paratrichocladius rufiventris,5
S018,Propsilocerus akamusi,7
S018,Ablabesmyia sp.,11
S018,Conchapelopia sp.,5
S018,Procladius choreus,8
S018,Saetheria tylus,10
S018,Chironomidae sp.,12
S018,Syrphidae sp.,3
S019,Anodonta woodiana,6
S019,Corbicula fluminea,6
S019,Musculium lacustre,10
S019,Bothrioneurum vejdoskynum,7
S019,Rhyacodrilus coccineus,10
S019,Tubifex tubifex,5
S019,Limnodrilus hoffmeisteri,11
S019,Limnodrilus udekimineanus,5
S019,Haplotaxis gordioides,14
S019,Chaetogaster limnaei,4
S019,Branchiodrilus hortensis,12
S019,Opidonais sp.,3
S019,Nais communis,4
S019,Slavina appendiculata,4
S019,Stylaria fossularis,11
S019,Pristina biserrata,8
S019,Lumbriculus variegatus,12
S019,Lamprotus orientalis,14
S019,Eisenia koreana,14
S019,Cyprididae sp.,12
S019,Gnorimosphaeroma sp.,7
S019,Cyathura higoensis,6
S019,Asellus sp.,7
S019,Gammarus sp.,6
S019,Collembola sp.,7
S019,Cloeon dipterum,10
S019,Procloeon pennulatum,9
S019,Choroterpes altioculus,4
S019,Potamanthus formosus,10
S019,Rhoenanthus coreanus,10
S019,Ephemera orientalis,7
S019,Serratella setigera,7
S019,Caenis sp.,5
S019,Psychoda sp.,11
S019,Ceratopogonidae sp.,8
S019,Chironomus circumdatus,12
S019,Chironomus nipponensis,8
S019,Chironomus sp.,17
S019,Cladotanytarsus vanderwulpi,16
S019,Cryptochironomus sp.,16
S019,Demicryptochironomus sp.,11
S019,Dicrotendipes pelochloris,6
S019,Dicrotendipes sp.,8
S019,Harnischia japonica,6
S019,Harnischiagumsanea,11
S019,Lipiniella moderata,10
S019,Microchironomus tener,3
S019,Microchironomus sp.,11
S019,Microtendipes sp.,7
S019,Parachironomus gracilior,10
S019,Paratanytarsus grimmii,4
S019,Paratanytarsus sp.,9
S019,Paratendipes sp.,8
S019,Polypedilum asakawaense,11
S019,Polypedilum pedestre,9
S019,Polypedilum masudai,8
S019,Polypedilum cultellatum,13
S019,Polypedilum sp.,14
S019,Stictochironomus sp.,9
S019,Tanytarsus takahashii,6
S019,Tanytarsus tamakutibasi,12
S019,Tanytarsus sp.,6
S019,Potthastia sp.,7
S019,Thienemanniella sp.,3
S019,Brillia japonica,5
S019,Cricotopus sylvestris,10
S019,Cricotopus triannulatus,7
S019,Cricotopus sp.,9
S019,Eukiefferiella sp.,7
S019,Hydrobaenus kondoi,8
S019,Hydrobaenus sp.,7
S019,Orthocladius sp.,5
S019,Propsilocerus akamusi,8
S019,Rheocricotopus sp.,7
S019,Ablabesmyia monilis,8
S019,Ablabesmyia prorasha,13
S019,Ablabesmyia sp.,6
S019,Conchapelopia sp.,8
S019,Hayesomyia tripunctata,3
S019,Procladius choreus,9
S019,Procladius nigriventris,7
S019,Procladius sp.,12
S019,Tanypus punctipennis,4
S019,Saetheria tylus,6
S019,Cladopelma virescens,9
S019,Chironomidae sp.,5
S019,Syrphidae sp.,8
S020,Anodonta woodiana,7
S020,Corbicula fluminea,11
S020,Musculium lacustre,12
S020,Bothrioneurum vejdoskynum,5
S020,Rhyacodrilus coccineus,10
S020,Tubifex tubifex,4
S020,Limnodrilus claparedeianus,13
S020,Limnodrilus udekimineanus,4
S020,Chaetogaster diaphanus,6
S020,Opidonais sp.,8
S020,Haemonais waldvogeli,4
S020,Pristina biserrata,9
S020,Pristina longiseta,5
S020,Mesenchytreanus sp.,3
S020,Lamprotus orientalis,6
S020,Eisenia koreana,10
S020,Erpobdella lineata,5
S020,Baetis fuscatus,15
S020,Cloeon dipterum,2
S020,Procloeon pennulatum,9
S020,Potamanthus formosus,8
S020,Rhoenanthus coreanus,5
S020,Ephemera orientalis,8
S020,Chironomus circumdatus,6
S020,Chironomus flaviplumus,5
S020,Chironomus nipponensis,7
S020,Cryptochironomus sp.,10
S020,Demicryptochironomus sp.,9
S020,Dicrotendipes septemmaculatus,2
S020,Harnischia japonica,1
S020,Microchironomus tener,4
S020,Microtendipes sp.,8
S020,Paratendipes albimanus,9
S020,Polypedilum pedestre,5
S020,Polypedilum sp.,6
S020,Stictochironomus sinsauensis,5
S020,Tanytarsus kiseogi,9
S020,Tanytarsus tamagotoi,7
S020,Tanytarsus tamakutibasi,6
S020,Potthastia sp.,8
S020,Corynoneura sp.,9
S020,Cricotopus bicinctus,3
S020,Cricotopus triannulatus,8
S020,Cricotopus sp.,8
S020,Hydrobaenus kondoi,9
S020,Hydrobaenus sp.,5
S020,Orthocladius sp.,7
S020,Ablabesmyia monilis,8
S020,Ablabesmyia sp.,5
S020,Procladius sp.,2
S020,Rheopelopia sp.,8
S020,Saetheria tylus,6
S020,Cladopelma edwardsi,2
S020,Chironomidae sp.,8
S021,Anodonta woodiana,6
S021,Corbicula fluminea,3
S021,Bothrioneurum vejdoskynum,6
S021,Rhyacodrilus coccineus,6
S021,Limnodrilus claparedeianus,3
S021,Chaetogaster diaphanus,3
S021,Opidonais sp.,8
S021,Amphichaeta asiatica,8
S021,Stylaria fossularis,1
S021,Pristina biserrata,10
S021,Pristina longiseta,7
S021,Procloeon maritimum,13
S021,Choroterpes altioculus,6
S021,Rhoenanthus coreanus,13
S021,Chironomus flaviplumus,4
S021,Cladotanytarsus vanderwulpi,7
S021,Glyptotendipes tokunagai,3
S021,Polypedilum asakawaense,1
S021,Polypedilum pedestre,12
S021,Polypedilum masudai,5
S021,Polypedilum cultellatum,6
S021,Polypedilum sp.,2
S021,Stictochironomus sinsauensis,6
S021,Tanytarsus kiseogi,15
S021,Tanytarsus tamagotoi,4
S021,Tanytarsus tamakutibasi,5
S021,Cricotopus bimaculatus,4
S021,Cricotopus triannulatus,8
S021,Cricotopus sp.,3
S021,Orthocladius sp.,7
S021,Rheocricotopus sp.,11
S021,Ablabesmyia monilis,6
S021,Rheopelopia sp.,5
S021,Cladopelma virescens,5
S022,Corbicula fluminea,4
S022,Hediste sp.,3
S022,Rhyacodrilus coccineus,5
S022,Limnodrilus hoffmeisteri,6
S022,Limnodrilus udekimineanus,9
S022,Haplotaxis gordioides,9
S022,Chaetogaster diaphanus,8
S022,Chaetogaster limnaei,6
S022,Branchiodrilus hortensis,4
S022,Amphichaeta asiatica,5
S022,Nais variabilis,8
S022,Nais communis,7
S022,Stylaria fossularis,9
S022,Pristina biserrata,11
S022,Henlea sp.,4
S022,Mesenchytreanus sp.,10
S022,Lumbriculus variegatus,9
S022,Lamprotus orientalis,8
S022,Erpobdella lineata,11
S022,Erpobdella sp.,5
S022,Asellus sp.,9
S022,Jesogammarus sp.,3
S022,Baetis fuscatus,9
S022,Labiobaetis atrebatinus,8
S022,Procloeon maritimum,10
S022,Procloeon pennulatum,9
S022,Choroterpes altioculus,10
S022,Potamanthus formosus,10
S022,Ephoron shigae,8
S022,Ephemera orientalis,9
S022,Serratella setigera,14
S022,Caenis sp.,3
S022,Psychoda sp.,11
S022,Dixidae sp.,7
S022,Chironomus flaviplumus,8
S022,Chironomus kiiensis,7
S022,Chironomus nipponensis,14
S022,Cryptochironomus sp.,15
S022,Demicryptochironomus sp.,9
S022,Dicrotendipes nervosus,7
S022,Dicrotendipes sp.,5
S022,Harnischia sp.,16
S022,Nilothauma sp.,11
S022,Parachironomus gracilior,6
S022,Paratanytarsus inopertus,11
S022,Paratanytarsus grimmii,7
S022,Paratanytarsus sp.,2
S022,Polypedilum pedestre,10
S022,Polypedilum nubifer,7
S022,Polypedilum decematoguttatum,8
S022,Polypedilum nubeculosum,5
S022,Stictochironomus sp.,8
S022,Tanytarsus kiseogi,10
S022,Tanytarsus tamagotoi,8
S022,Tanytarsus tamakutibasi,6
S022,Tanytarsus sp.,7
S022,Corynoneura sp.,7
S022,Cricotopus bicinctus,7
S022,Cricotopus sylvestris,8
S022,Cricotopus triannulatus,6
S022,Cricotopus sp.,8
S022,Eukiefferiella sp.,8
S022,Hydrobaenus kondoi,10
S022,Hydrobaenus sp.,5
S022,Paratrichocladius rufiventris,10
S022,Rheocricotopus sp.,4
S022,Ablabesmyia prorasha,10
S022,Ablabesmyia sp.,10
S022,Hayesomyia tripunctata,3
S022,Rheopelopia sp.,9
S022,Tanypus punctipennis,3
S022,Chironomidae sp.,6
S022,Ephydridae sp.,4
S023,Anodonta woodiana,10
S023,Corbicula fluminea,5
S023,Hediste sp.,7
S023,Tubifex tubifex,9
S023,Chaetogaster diaphanus,13
S023,Chaetogaster limnaei,13
S023,Branchiodrilus hortensis,11
S023,Opidonais sp.,10
S023,Amphichaeta asiatica,11
S023,Haemonais waldvogeli,6
S023,Nais variabilis,9
S023,Nais communis,7
S023,Slavina appendiculata,3
S023,Stylaria fossularis,5
S023,Pristina longiseta,11
S023,Henlea sp.,6
S023,Mesenchytreanus sp.,3
S023,Lumbriculus variegatus,14
S023,Eisenia koreana,5
S023,Helobdella stagnalis,4
S023,Erpobdella lineata,10
S023,Cyprididae sp.,8
S023,Cloeon dipterum,6
S023,Labiobaetis atrebatinus,6
S023,Procloeon pennulatum,6
S023,Potamanthus formosus,12
S023,Ephoron shigae,2
S023,Serratella setigera,5
S023,Caenis sp.,9
S023,Psychoda sp.,5
S023,Dixidae sp.,12
S023,Benthalia sp.,4
S023,Chironomus circumdatus,4
S023,Chironomus flaviplumus,12
S023,Chironomus nipponensis,12
S023,Cryptochironomus sp.,10
S023,Demicryptochironomus sp.,11
S023,Dicrotendipes septemmaculatus,6
S023,Dicrotendipes sp.,7
S023,Glyptotendipes tokunagai,5
S023,Harnischia japonica,8
S023,Harnischiagumsanea,12
S023,Harnischia sp.,3
S023,Lipiniella moderata,4
S023,Nilothauma sp.,14
S023,Parachironomus gracilior,8
S023,Paratanytarsus inopertus,7
S023,Paratanytarsus grimmii,8
S023,Paratanytarsus sp.,7
S023,Polypedilum pedestre,10
S023,Polypedilum nubifer,9
S023,Polypedilum masudai,9
S023,Stictochironomus sp.,9
S023,Tanytarsus kiseogi,8
S023,Tanytarsus takahashii,10
S023,Tanytarsus tamagotoi,8
S023,Tanytarsus tamakutibasi,9
S023,Tanytarsus formosanus,4
S023,Tanytarsus sp.,9
S023,Potthastia sp.,11
S023,Brillia japonica,9
S023,Corynoneura sp.,8
S023,Cricotopus bicinctus,11
S023,Cricotopus bimaculatus,7
S023,Cricotopus sylvestris,12
S023,Cricotopus sp.,17
S023,Eukiefferiella sp.,11
S023,Hydrobaenus sp.,8
S023,Limnophyes tamakitanaides,5
S023,Orthocladius sp.,4
S023,Propsilocerus akamusi,8
S023,Rheocricotopus sp.,4
S023,Ablabesmyia longistyla,10
S023,Ablabesmyia monilis,9
S023,Ablabesmyia prorasha,6
S023,Ablabesmyia sp.,11
S023,Conchapelopia sp.,8
S023,Hayesomyia tripunctata,4
S023,Procladius sp.,6
S023,Rheopelopia sp.,7
S023,Saetheria tylus,11
S023,Cladopelma virescens,8
S023,Syrphidae sp.,5
S023,Ephydridae sp.,2
S024,Anodonta woodiana,11
S024,Musculium lacustre,5
S024,Branchiura sowerbyi,6
S024,Rhyacodrilus coccineus,10
S024,Tubifex tubifex,11
S024,Limnodrilus claparedeianus,12
S024,Limnodrilus hoffmeisteri,10
S024,Haplotaxis gordioides,8
S024,Chaetogaster diaphanus,10
S024,Branchiodrilus hortensis,5
S024,Haemonais waldvogeli,9
S024,Nais variabilis,3
S024,Stylaria fossularis,7
S024,Pristina biserrata,8
S024,Henlea sp.,9
S024,Lamprotus orientalis,7
S024,Eisenia koreana,7
S024,Helobdella stagnalis,5
S024,Erpobdella lineata,3
S024,Gnorimosphaeroma sp.,5
S024,Asellus sp.,4
S024,Gammarus sp.,8
S024,Collembola sp.,12
S024,Baetis fuscatus,8
S024,Cloeon dipterum,9
S024,Procloeon maritimum,12
S024,Procloeon pennulatum,7
S024,Choroterpes altioculus,3
S024,Rhoenanthus coreanus,10
S024,Ephoron shigae,6
S024,Caenis sp.,9
S024,Psychoda sp.,6
S024,Benthalia sp.,6
S024,Chironomus edwardsi,4
S024,Cryptochironomus sp.,13
S024,Demicryptochironomus sp.,9
S024,Dicrotendipes nervosus,11
S024,Dicrotendipes septemmaculatus,2
S024,Glyptotendipes tokunagai,4
S024,Harnischia japonica,10
S024,Lipiniella moderata,10
S024,Microchironomus tener,10
S024,Microtendipes sp.,7
S024,Nilothauma sp.,9
S024,Parachironomus gracilior,10
S024,Paratendipes albimanus,11
S024,Paratendipes sp.,8
S024,Polypedilum pedestre,11
S024,Polypedilum nubifer,7
S024,Polypedilum masudai,9
S024,Polypedilum cultellatum,5
S024,Polypedilum nubeculosum,4
S024,Polypedilum sp.,6
S024,Stictochironomus sinsauensis,9
S024,Stictochironomus sp.,5
S024,Tanytarsus takahashii,10
S024,Tanytarsus tamagotoi,11
S024,Tanytarsus tamakutibasi,8
S024,Thienemanniella sp.,7
S024,Corynoneura sp.,7
S024,Cricotopus bicinctus,8
S024,Cricotopus bimaculatus,6
S024,Cricotopus triannulatus,9
S024,Cricotopus sp.,9
S024,Hydrobaenus sp.,7
S024,Orthocladius glabripennis,6
S024,Orthocladius sp.,8
S024,Propsilocerus akamusi,7
S024,Rheocricotopus sp.,8
S024,Ablabesmyia monilis,7
S024,Conchapelopia sp.,6
S024,Procladius sp.,5
S024,Rheopelopia sp.,7
S024,Saetheria tylus,13
S024,Cladopelma virescens,8
S024,Chironomidae sp.,4
S025,Anodonta woodiana,7
S025,Hediste sp.,7
S025,Rhyacodrilus coccineus,13
S025,Limnodrilus hoffmeisteri,5
S025,Limnodrilus udekimineanus,5
S025,Haplotaxis gordioides,7
S025,Chaetogaster diaphanus,7
S025,Chaetogaster limnaei,7
S025,Amphichaeta asiatica,10
S025,Nais variabilis,10
S025,Pristina biserrata,4
S025,Mesenchytreanus sp.,8
S025,Lumbriculus variegatus,14
S025,Cyprididae sp.,7
S025,Gnorimosphaeroma sp.,10
S025,Collembola sp.,9
S025,Baetis fuscatus,11
S025,Labiobaetis atrebatinus,8
S025,Procloeon maritimum,6
S025,Procloeon pennulatum,8
S025,Choroterpes altioculus,9
S025,Potamanthus formosus,11
S025,Ephoron shigae,9
S025,Serratella setigera,6
S025,Psychoda sp.,11
S025,Chironomus circumdatus,11
S025,Chironomus kiiensis,3
S025,Chironomus edwardsi,1
S025,Dicrotendipes nervosus,6
S025,Dicrotendipes pelochloris,3
S025,Glyptotendipes tokunagai,9
S025,Harnischiagumsanea,7
S025,Harnischia sp.,8
S025,Lipiniella moderata,8
S025,Microchironomus tener,6
S025,Microtendipes sp.,6
S025,Parachironomus gracilior,10
S025,Paratanytarsus sp.,14
S025,Paratendipes albimanus,6
S025,Polypedilum pedestre,2
S025,Polypedilum nubifer,6
S025,Polypedilum decematoguttatum,8
S025,Polypedilum cultellatum,10
S025,Stictochironomus sinsauensis,10
S025,Stictochironomus sp.,4
S025,Tanytarsus tamagotoi,14
S025,Tanytarsus tamakutibasi,13
S025,Tanytarsus formosanus,1
S025,Tanytarsus sp.,10
S025,Brillia japonica,8
S025,Corynoneura sp.,6
S025,Cricotopus bicinctus,6
S025,Cricotopus sylvestris,9
S025,Cricotopus sp.,12
S025,Eukiefferiella sp.,7
S025,Hydrobaenus kondoi,8
S025,Hydrobaenus sp.,9
S025,Limnophyes tamakitanaides,5
S025,Orthocladius glabripennis,5
S025,Propsilocerus akamusi,14
S025,Ablabesmyia monilis,5
S025,Ablabesmyia prorasha,6
S025,Ablabesmyia sp.,7
S025,Conchapelopia sp.,12
S025,Rheopelopia sp.,12
S025,Saetheria tylus,5
S025,Cladopelma edwardsi,8
S025,Cladopelma virescens,12
S025,Chironomidae sp.,4
S025,Syrphidae sp.,3
S026,Anodonta woodiana,10
S026,Branchiura sowerbyi,6
S026,Bothrioneurum vejdoskynum,9
S026,Rhyacodrilus coccineus,7
S026,Tubifex tubifex,4
S026,Limnodrilus hoffmeisteri,8
S026,Chaetogaster limnaei,9
S026,Opidonais sp.,4
S026,Nais variabilis,6
S026,Stylaria fossularis,10
S026,Lumbriculus variegatus,9
S026,Erpobdella lineata,5
S026,Cloeon dipterum,5
S026,Procloeon maritimum,8
S026,Procloeon pennulatum,8
S026,Choroterpes altioculus,3
S026,Potamanthus formosus,7
S026,Rhoenanthus coreanus,6
S026,Ephoron shigae,11
S026,Serratella setigera,3
S026,Caenis sp.,4
S026,Dixidae sp.,11
S026,Ceratopogonidae sp.,11
S026,Chironomus flaviplumus,9
S026,Chironomus edwardsi,1
S026,Chironomus sp.,3
S026,Demicryptochironomus sp.,15
S026,Dicrotendipes nervosus,7
S026,Harnischia japonica,5
S026,Harnischia sp.,2
S026,Parachironomus gracilior,7
S026,Parachironomus arcuatus,3
S026,Paratanytarsus sp.,7
S026,Paratendipes sp.,10
S026,Polypedilum nubifer,11
S026,Polypedilum masudai,1
S026,Polypedilum cultellatum,2
S026,Tanytarsus kiseogi,12
S026,Tanytarsus takahashii,8
S026,Tanytarsus tamakutibasi,7
S026,Potthastia sp.,7
S026,Thienemanniella sp.,7
S026,Brillia japonica,9
S026,Cricotopus bimaculatus,6
S026,Cricotopus sylvestris,6
S026,Eukiefferiella sp.,5
S026,Hydrobaenus kondoi,6
S026,Hydrobaenus sp.,8
S026,Orthocladius sp.,13
S026,Rheocricotopus sp.,4
S026,Ablabesmyia prorasha,4
S026,Procladius choreus,10
S026,Procladius sp.,4
S026,Saetheria tylus,9
S026,Cladopelma virescens,5
S027,Anodonta woodiana,13
S027,Hediste sp.,10
S027,Rhyacodrilus coccineus,11
S027,Tubifex tubifex,11
S027,Limnodrilus hoffmeisteri,8
S027,Chaetogaster diaphanus,8
S027,Chaetogaster limnaei,13
S027,Branchiodrilus hortensis,1
S027,Opidonais sp.,6
S027,Amphichaeta asiatica,9
S027,Haemonais waldvogeli,12
S027,Stylaria fossularis,1
S027,Pristina biserrata,12
S027,Pristina longiseta,12
S027,Henlea sp.,5
S027,Mesenchytreanus sp.,7
S027,Lumbriculus variegatus,10
S027,Lamprotus orientalis,7
S027,Gammarus sp.,4
S027,Collembola sp.,10
S027,Procloeon maritimum,8
S027,Procloeon pennulatum,10
S027,Potamanthus formosus,4
S027,Rhoenanthus coreanus,10
S027,Ephoron shigae,8
S027,Caenis sp.,10
S027,Ceratopogonidae sp.,9
S027,Chironomus kiiensis,3
S027,Cryptochironomus sp.,8
S027,Demicryptochironomus sp.,9
S027,Dicrotendipes nervosus,5
S027,Lipiniella moderata,11
S027,Microchironomus tener,6
S027,Microtendipes sp.,7
S027,Nilothauma sp.,10
S027,Parachironomus gracilior,11
S027,Paratanytarsus inopertus,4
S027,Paratanytarsus sp.,7
S027,Paratendipes sp.,8
S027,Polypedilum asakawaense,3
S027,Polypedilum pedestre,10
S027,Polypedilum decematoguttatum,11
S027,Polypedilum masudai,6
S027,Tanytarsus kiseogi,8
S027,Tanytarsus takahashii,10
S027,Tanytarsus tamakutibasi,5
S027,Tanytarsus sp.,6
S027,Potthastia sp.,6
S027,Brillia japonica,8
S027,Cricotopus sp.,7
S027,Eukiefferiella sp.,6
S027,Hydrobaenus kondoi,9
S027,Hydrobaenus sp.,6
S027,Orthocladius glabripennis,6
S027,Propsilocerus akamusi,7
S027,Rheocricotopus sp.,9
S027,Ablabesmyia monilis,8
S027,Ablabesmyia prorasha,10
S027,Ablabesmyia sp.,8
S027,Hayesomyia tripunctata,2
S027,Procladius choreus,10
S027,Procladius nigriventris,2
S027,Saetheria tylus,9
S027,Cladopelma virescens,11
S027,Chironomidae sp.,9
S027,Syrphidae sp.,1
S028,Branchiodrilus hortensis,1
S028,Henlea sp.,1
S028,Cloeon dipterum,1
S028,Potamanthus formosus,9
S028,Rhoenanthus coreanus,7
S028,Psychoda sp.,4
S028,Nilothauma sp.,2
S028,Polypedilum decematoguttatum,1
S028,Polypedilum masudai,2
S028,Saetheria tylus,1
S028,Cladopelma virescens,2
S029,Corbicula fluminea,5
S029,Musculium lacustre,7
S029,Hediste sp.,6
S029,Branchiura sowerbyi,8
S029,Rhyacodrilus coccineus,7
S029,Limnodrilus claparedeianus,10
S029,Limnodrilus hoffmeisteri,6
S029,Limnodrilus udekimineanus,3
S029,Haplotaxis gordioides,10
S029,Chaetogaster diaphanus,7
S029,Chaetogaster limnaei,11
S029,Branchiodrilus hortensis,3
S029,Opidonais sp.,5
S029,Haemonais waldvogeli,13
S029,Nais communis,3
S029,Stylaria fossularis,9
S029,Pristina biserrata,13
S029,Henlea sp.,10
S029,Mesenchytreanus sp.,3
S029,Lumbriculus variegatus,11
S029,Lamprotus orientalis,5
S029,Eisenia koreana,8
S029,Gnorimosphaeroma sp.,10
S029,Gammarus sp.,10
S029,Procloeon maritimum,8
S029,Choroterpes altioculus,8
S029,Potamanthus formosus,11
S029,Ephemera orientalis,8
S029,Serratella setigera,11
S029,Psychoda sp.,7
S029,Dixidae sp.,9
S029,Ceratopogonidae sp.,12
S029,Benthalia sp.,7
S029,Chironomus circumdatus,12
S029,Chironomus flaviplumus,6
S029,Chironomus kiiensis,6
S029,Chironomus nipponensis,13
S029,Cladotanytarsus vanderwulpi,9
S029,Cryptochironomus sp.,12
S029,Dicrotendipes nervosus,9
S029,Harnischia japonica,9
S029,Harnischia sp.,8
S029,Lipiniella moderata,10
S029,Microchironomus tener,5
S029,Microchironomus sp.,7
S029,Parachironomus gracilior,8
S029,Paratanytarsus inopertus,5
S029,Paratendipes sp.,9
S029,Polypedilum pedestre,7
S029,Polypedilum nubifer,15
S029,Polypedilum decematoguttatum,5
S029,Polypedilum masudai,10
S029,Polypedilum cultellatum,5
S029,Polypedilum sp.,7
S029,Stictochironomus sinsauensis,5
S029,Stictochironomus sp.,10
S029,Tanytarsus kiseogi,8
S029,Tanytarsus tamagotoi,6
S029,Tanytarsus tamakutibasi,10
S029,Potthastia sp.,8
S029,Thienemanniella sp.,5
S029,Brillia japonica,5
