sample_id,Ablabesmyia longistyla,Ablabesmyia monilis,Ablabesmyia prorasha,Ablabesmyia sp.,Amphichaeta asiatica,Anodonta woodiana,Asellus sp.,Baetis fuscatus,Benthalia sp.,Bothrioneurum vejdoskynum,Branchiodrilus hortensis,Branchiura sowerbyi,Brillia japonica,Caenis sp.,Ceratopogonidae sp.,Chaetogaster diaphanus,Chaetogaster limnaei,Chironomidae sp.,Chironomus circumdatus,Chironomus edwardsi,Chironomus flaviplumus,Chironomus kiiensis,Chironomus nipponensis,Chironomus sp.,Choroterpes altioculus,Cladopelma edwardsi,Cladopelma virescens,Cladotanytarsus vanderwulpi,Cloeon dipterum,Collembola sp.,Conchapelopia sp.,Corbicula fluminea,Corynoneura sp.,Cricotopus bicinctus,Cricotopus bimaculatus,Cricotopus sp.,Cricotopus sylvestris,Cricotopus triannulatus,Cryptochironomus sp.,Cyathura higoensis,Cyprididae sp.,Demicryptochironomus sp.,Dicrotendipes nervosus,Dicrotendipes pelochloris,Dicrotendipes septemmaculatus,Dicrotendipes sp.,Dixidae sp.,Ecnomus sp.,Eisenia koreana,Ephemera orientalis,Ephoron shigae,Ephydridae sp.,Erpobdella lineata,Erpobdella sp.,Eukiefferiella sp.,Gammarus sp.,Glyptotendipes tokunagai,Gnorimosphaeroma sp.,Haemonais waldvogeli,Haplotaxis gordioides,Harnischia japonica,Harnischia sp.,Harnischiagumsanea,Hayesomyia tripunctata,Hediste sp.,Helobdella stagnalis,Henlea sp.,Hydrobaenus kondoi,Hydrobaenus sp.,Jesogammarus sp.,Labiobaetis atrebatinus,Lamprotus orientalis,Limnodrilus claparedeianus,Limnodrilus hoffmeisteri,Limnodrilus udekimineanus,Limnophyes tamakitanaides,Lipiniella moderata,Lumbriculus variegatus,Mesenchytreanus sp.,Microchironomus sp.,Microchironomus tener,Microtendipes sp.,Monocorophium sp.,Musculium lacustre,Nais communis,Nais variabilis,Nilothauma sp.,Opidonais sp.,Orthocladius glabripennis,Orthocladius sp.,Parachironomus arcuatus,Parachironomus gracilior,Paratanytarsus grimmii,Paratanytarsus inopertus,Paratanytarsus sp.,Paratendipes albimanus,Paratendipes sp.,Paratrichocladius rufiventris,Polypedilum asakawaense,Polypedilum cultellatum,Polypedilum decematoguttatum,Polypedilum masudai,Polypedilum nubeculosum,Polypedilum nubifer,Polypedilum pedestre,Polypedilum sp.,Potamanthus formosus,Potthastia sp.,Pristina biserrata,Pristina longiseta,Procladius choreus,Procladius nigriventris,Procladius sp.,Procloeon maritimum,Procloeon pennulatum,Propsilocerus akamusi,Psychoda sp.,Rheocricotopus sp.,Rheopelopia sp.,Rhoenanthus coreanus,Rhyacodrilus coccineus,Saetheria tylus,Serratella setigera,Slavina appendiculata,Stictochironomus sinsauensis,Stictochironomus sp.,Stylaria fossularis,Syrphidae sp.,Tanypus punctipennis,Tanytarsus formosanus,Tanytarsus kiseogi,Tanytarsus sp.,Tanytarsus takahashii,Tanytarsus tamagotoi,Tanytarsus tamakutibasi,Thienemanniella sp.,Tubifex tubifex
S175,0,7,9,0,11,13,6,5,7,0,5,7,0,8,0,7,7,0,0,0,0,0,5,0,0,0,0,7,5,0,5,7,0,7,0,0,0,5,12,0,0,0,10,0,0,0,8,0,7,8,0,3,0,0,7,0,3,8,2,4,6,0,0,0,0,0,6,7,0,0,0,4,0,0,0,0,0,6,3,2,0,4,0,0,0,0,0,12,0,3,0,10,0,0,0,0,10,0,0,3,8,0,0,0,10,0,8,7,0,0,5,0,3,0,0,12,14,6,0,0,7,0,0,0,7,0,0,0,0,0,7,0,10,11,0,6,0
S176,0,0,8,9,10,11,0,7,7,10,11,0,9,0,0,0,7,6,0,0,0,0,5,0,5,0,7,10,0,6,0,11,0,0,13,0,6,0,0,0,5,0,7,0,0,0,9,0,7,0,10,0,0,0,0,5,0,4,12,0,0,0,0,0,0,0,7,5,7,0,10,12,6,7,0,0,0,10,3,5,0,7,0,12,4,8,8,0,8,0,0,5,6,0,0,8,9,14,0,0,0,0,9,14,0,10,9,11,6,13,0,0,0,0,0,2,10,0,0,12,0,5,0,0,0,6,0,0,0,0,14,0,7,10,4,0,0
S177,0,0,0,4,0,0,0,8,8,5,4,0,9,3,0,3,9,11,7,0,0,0,7,1,9,0,0,0,0,0,0,7,0,0,5,8,0,0,11,0,0,4,7,0,0,0,0,0,7,10,0,0,10,0,0,5,7,0,6,0,0,0,0,0,2,0,8,0,12,0,3,8,0,0,0,0,9,0,0,0,11,6,0,10,0,5,7,14,0,7,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,8,0,10,0,0,3,0,15,0,10,0,10,0,10,9,5,0,0,6,12,0,0,0,0,9,6,0,7,0,6,0
S178,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,1,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S179,0,7,12,0,0,0,0,9,0,8,0,0,5,6,0,0,6,0,0,0,5,0,0,0,14,0,11,4,0,7,6,8,12,0,0,0,2,10,0,0,0,14,8,0,0,0,9,0,4,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,3,0,0,0,2,5,0,5,0,0,8,13,4,7,0,7,0,0,0,0,8,4,0,0,6,0,0,11,6,0,12,6,8,0,0,0,0,0,0,7,3,0,0,8,7,8,0,0,7,0,0,0,0,0,9,0,0,8,0,0,0
S180,0,6,0,0,0,5,0,0,0,0,0,4,7,0,0,5,7,0,10,0,0,0,10,0,9,4,0,8,8,4,0,11,11,0,16,0,3,8,0,7,0,10,8,7,4,0,0,0,0,8,10,0,6,0,0,0,8,0,0,4,11,0,0,2,0,4,7,8,0,0,8,0,0,6,0,0,0,6,6,3,10,14,0,10,0,7,0,11,7,0,9,9,4,0,5,10,10,13,0,0,0,4,0,9,5,0,5,10,8,7,11,0,9,7,12,0,0,7,0,0,8,0,10,6,9,11,8,0,1,0,11,11,6,10,11,9,11
S181,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7,0,9,2,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,4
S182,0,1,0,0,0,0,2,0,0,3,0,0,0,0,8,7,10,9,5,0,0,0,0,1,0,0,0,6,0,0,2,10,11,12,8,0,0,8,8,0,0,10,0,0,0,0,7,1,2,7,6,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,6,0,7,0,0,5,0,0,0,0,0,0,6,0,8,0,0,12,0,13,0,0,0,0,6,1,0,0,0,0,7,13,10,0,0,0,7,7,0,0,0,6,0,14,13,0,6,0
S183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
S184,0,6,7,7,7,9,0,8,6,0,0,0,0,7,0,0,7,10,9,0,12,2,0,5,7,6,0,7,14,10,6,0,10,12,0,7,6,7,10,0,0,0,7,0,0,5,11,0,5,8,11,0,13,0,0,4,0,10,15,9,6,0,0,0,6,7,0,6,13,0,0,0,0,8,7,0,0,10,0,0,9,0,0,13,5,0,5,7,0,0,4,0,0,0,0,10,0,6,0,0,11,12,0,8,9,8,6,4,6,15,8,0,6,3,10,0,15,9,3,6,7,8,0,0,5,9,10,0,0,0,0,9,10,0,0,5,0
S185,0,7,0,6,7,8,4,15,0,13,10,10,0,6,0,10,10,0,8,0,6,0,13,0,9,0,0,8,0,8,14,0,0,8,0,0,0,9,0,0,0,15,0,0,0,1,4,0,0,15,11,0,0,0,11,0,10,4,0,13,7,0,3,0,0,8,7,6,6,0,0,11,0,0,0,0,12,0,0,0,0,9,0,0,0,13,4,12,0,9,0,10,0,0,0,6,4,3,0,0,9,7,0,4,0,0,4,0,10,0,13,0,6,6,0,3,11,11,9,0,7,3,9,6,7,0,9,4,0,0,0,7,8,0,0,10,7
S186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S187,0,5,7,0,0,5,4,5,10,11,0,0,0,0,7,6,0,0,0,5,0,0,9,0,8,7,0,0,8,0,9,0,7,0,10,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,6,4,0,13,0,6,0,9,0,8,11,8,0,8,0,7,0,0,0,21,0,0,0,10,7,0,0,0,11,9,0,0,8,4,7,0,4,4,5,11,3,3,8,0,0,6,12,0,0,6,0,0,11,10,0,10,8,9,10,5,10,5,9,5,0,0,7,10,0,7,0,0,0,7,10,0,10,8,12,4
S188,0,6,0,0,2,5,0,0,6,0,0,0,0,0,0,0,0,8,13,0,1,0,0,4,14,0,7,0,0,0,5,0,0,0,10,0,0,6,0,0,0,7,0,0,0,0,5,0,0,0,7,0,0,0,12,0,2,0,0,7,5,0,0,0,0,0,0,0,7,0,0,14,5,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,14,0,0,10,0,0,0,7,8,0,0,0,7,8,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0
S189,0,5,6,5,7,9,6,6,5,0,0,0,8,10,4,9,11,11,10,4,0,0,0,0,0,0,10,0,0,8,11,8,0,8,10,10,4,8,7,4,0,9,0,0,5,3,11,0,0,9,0,0,7,0,8,0,3,3,7,11,8,5,3,2,0,0,0,0,0,0,11,11,0,0,0,8,11,10,0,0,0,0,0,0,0,2,6,0,0,0,0,11,0,1,0,0,0,0,0,10,3,3,0,0,0,0,7,4,7,6,7,0,4,10,4,10,0,11,11,13,10,7,4,0,0,0,0,0,0,0,6,0,0,10,7,6,9
S190,4,6,0,12,11,5,0,0,4,6,8,10,5,0,6,11,9,0,11,12,11,0,10,10,10,0,6,10,12,9,0,0,0,0,0,0,14,11,8,0,6,15,0,0,0,0,6,0,10,8,9,0,5,4,0,8,0,0,11,13,0,6,0,0,6,0,10,7,7,0,0,15,8,0,4,5,11,8,0,0,6,0,0,4,5,0,0,8,11,0,0,9,0,5,7,9,0,7,2,9,0,3,6,9,7,0,5,7,0,0,0,5,6,0,0,5,10,0,0,0,5,0,0,5,8,0,0,0,5,0,11,0,9,0,4,11,10
S191,0,4,0,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,5,0,8,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,9,6,0,0,8,0,0,0,0,0,7,0,9,0,0,9,5
S192,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,13,0,5,0,7,0,0,0,0,9,0,0,0,13,0,5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
S193,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,8,3,0,0,0,0,0,0,4,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,7,0,7,4,0,0,0,6,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,6,12,0
S194,0,0,0,6,8,10,4,0,0,0,0,11,0,6,6,10,0,14,0,0,0,0,6,0,0,0,6,0,0,0,9,7,0,0,0,0,0,0,0,0,0,6,8,0,0,0,10,0,4,0,8,0,5,0,8,0,5,0,8,6,6,3,0,0,0,0,0,9,8,0,5,17,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,4,0,12,0,0,8,0,0,0,0,0,4,0,0,10,5,8,8,0,11,0,8,0,0,8,12,0,0,7,13,9,0,5,11,3,7,2,0,0,0,0,8,0,0,3,6,0,0
S195,0,9,1,6,0,12,4,0,5,2,0,0,8,14,0,2,0,6,16,12,13,0,9,0,0,5,12,8,0,10,10,0,5,4,0,10,4,0,0,0,9,0,6,1,10,0,0,10,7,13,5,7,5,0,0,0,0,0,6,7,6,0,7,7,10,11,0,9,14,0,0,10,7,7,8,0,0,18,13,0,0,0,0,5,6,10,0,9,9,3,0,0,6,7,0,6,6,0,10,8,14,7,0,6,6,0,10,0,9,0,0,0,0,6,0,7,8,4,4,0,11,0,7,6,8,5,11,4,0,0,8,8,9,0,0,8,10
S196,0,16,4,0,3,4,0,10,14,4,6,0,11,5,9,7,12,9,0,0,3,0,11,0,9,4,14,10,0,9,10,9,10,13,15,7,6,8,0,0,0,10,7,0,0,0,0,0,11,8,8,0,7,0,0,10,0,9,9,7,0,0,0,0,0,4,0,14,0,0,3,0,0,8,0,0,0,9,0,0,4,9,0,0,5,0,5,0,0,8,4,8,0,0,9,11,0,6,4,0,0,5,0,0,10,0,5,10,11,6,6,0,6,6,11,6,8,0,0,0,9,9,13,5,10,0,0,0,0,0,9,11,7,8,0,5,12
S197,0,0,0,0,0,3,0,0,2,8,0,4,0,3,0,8,13,0,11,0,6,0,0,0,8,0,0,0,0,3,0,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,9,0,6,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,8,0,0,0,0,0,2,0,0,5,8,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,7,0,8,0,0,0,0,0,0,0,0,9,5,7,5,0,0,0,7,0,5,0,0,0,5,0,13,4,0,0,1
S198,8,0,0,13,12,10,7,0,6,10,8,5,8,0,11,13,0,0,0,7,9,0,0,0,7,7,0,11,0,0,10,9,8,8,9,12,13,8,11,10,0,9,0,8,10,0,7,10,0,11,12,10,0,0,0,4,0,0,8,0,7,0,7,0,7,0,11,0,0,8,7,13,8,0,5,0,8,9,0,0,0,0,1,7,7,11,9,10,3,7,10,0,6,11,11,5,7,0,0,13,9,13,10,0,1,10,0,9,11,11,6,8,0,8,0,0,0,11,8,11,8,10,13,0,17,5,0,10,3,0,8,6,0,0,0,9,8
S199,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,7,10,4,4,0,0,0,0,0,8,0,0,0,0,0,6,0,7,4,6,5,0,5,3,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,2,0,0,1,0,0,7,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,0,4,0,6,5,0,0,0,0,6,0,7,0,5,0,10,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
S200,0,9,0,0,0,15,0,9,0,0,0,0,5,8,6,7,12,0,5,0,0,0,3,0,11,0,0,0,0,6,0,0,0,8,7,0,4,8,0,3,5,10,13,0,0,0,0,1,0,7,8,0,10,0,5,5,0,10,3,0,7,0,0,0,0,6,4,0,0,0,0,5,0,0,6,0,0,0,0,0,0,9,0,4,0,0,6,0,0,15,0,0,0,3,6,8,2,0,0,9,0,0,5,8,9,0,0,5,0,11,9,0,0,12,0,0,0,8,5,0,8,6,0,2,0,3,0,0,0,0,0,0,9,7,6,7,0
S201,0,0,10,6,0,0,0,0,0,5,4,0,0,9,9,11,0,7,17,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,7,8,0,0,7,0,0,8,5,0,3,0,0,0,6,5,0,0,0,0,0,8,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,11,0,3,0,4,7,0,9,0,0,0,11,0,0,0,12,2,0,0,12,0,0,0,3,4,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,0,10,7,0,12,11,0,1,0,0,9,0,0,0,4,6,0,0,7,7,0
S202,0,9,4,0,10,0,0,11,0,0,0,6,0,13,0,11,0,0,17,0,0,0,0,0,8,0,0,9,6,0,8,0,8,0,0,0,0,0,9,0,4,0,0,0,4,0,7,0,7,10,9,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,7,9,8,0,0,9,6,15,0,5,0,0,0,0,0,0,0,0,0,6,0,5,0,7,0,0,0,0,8,6,7,0,0,4,4,0,0,10,11,6,10,0,0,0,6,1,3,0,0,0,11,14,10,6,10,0,0,0,10,0,6,0,0,0,7,0,0,13,4,8,0
S203,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
S204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S205,0,0,8,0,0,6,0,5,3,6,0,0,0,6,5,5,0,0,0,0,0,0,0,0,7,0,6,5,3,6,6,0,6,7,0,5,0,0,0,0,3,6,8,0,0,3,5,0,2,0,10,0,0,0,12,0,0,3,0,6,4,0,0,0,0,6,0,0,6,0,5,10,0,4,0,0,4,7,0,0,7,0,0,0,0,0,6,7,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,11,7,11,7,0,6,5,7,1,0,0,6,10,5,2,0,6,0,3,0,0,6,0,11,0,0,0,7,0,6,8,7,6,0
S206,0,8,15,0,6,0,0,0,5,4,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,6,1,12,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,7,3,6,0,0,0,6,6,1,0,8,0,5,0,0,0,0,9,4,0,8,0,0,0,14,0,7,3,9,5,0,4,8,0,0,0,0,5,0,0,0,6,7,0,0,9,8,0
S207,0,3,0,6,0,6,0,2,0,0,0,0,3,0,0,11,8,0,10,0,0,0,0,0,0,0,6,3,0,1,4,7,7,8,11,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,1,3,11,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,6,0,0,5,0,0,0,0,7,4,0,0,0,8,9,0,2,4,0,0,0,7,0,0,0,10,0,0,6,0,0,0,0,0,11,8,0,0,0,6,4
S208,0,12,4,8,6,16,0,0,0,0,0,7,9,0,4,0,0,7,0,5,7,0,0,0,10,0,0,6,0,3,11,6,9,8,0,0,0,6,14,0,0,0,0,0,0,8,12,0,3,6,11,0,0,0,0,8,5,6,8,0,3,0,0,0,0,0,0,8,12,0,7,10,0,0,0,4,0,8,0,0,0,6,0,0,0,6,0,0,0,0,0,7,0,0,0,0,8,0,0,10,6,0,0,4,10,0,9,4,8,4,11,0,6,0,11,0,12,11,0,11,0,6,4,0,0,0,8,0,0,0,7,6,0,0,0,19,7
S209,0,0,11,0,7,7,0,9,0,4,1,0,0,4,0,5,7,0,0,2,0,1,0,0,7,0,0,7,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,1,8,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,0,3,2,0,0,0,0,0,6,7,0,5,0,9,0,0,0,0,14,0,0,0,0,1,0,10,0,0,0,3,9,8,0,0,0,9,0,2,0,9,0,0,5,0,5,0,0,0,10,0,0,0,10,0,9,0,5,0,0
S210,0,0,10,0,6,0,0,0,0,0,0,0,0,6,2,0,6,0,0,2,0,0,0,0,9,0,7,0,0,0,0,0,5,9,6,0,0,6,0,0,0,12,0,0,0,0,7,0,0,5,9,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,6,6,0,0,0,4,0,5,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,5,6,0,10,0,0,0,0,0,0,8,0,10,0,10,0,0,0,8,1,0,0,0,0,0,0,0,0,0,6,0,4,0,4
S211,0,19,7,3,7,11,6,11,0,8,6,0,7,8,6,0,8,10,7,0,9,0,8,6,9,2,15,10,5,11,0,10,9,12,8,5,0,2,10,6,0,0,5,6,3,3,0,0,6,0,7,0,9,0,7,9,8,5,8,6,8,0,0,6,7,0,5,7,13,0,9,0,11,11,13,7,0,7,9,7,11,6,7,8,0,0,0,13,8,8,0,0,0,0,0,12,9,7,0,13,5,7,0,5,0,9,0,10,8,6,8,0,11,5,7,0,8,7,0,0,9,0,12,8,7,6,10,0,10,0,12,0,0,8,0,9,0
S212,0,0,0,0,0,11,0,12,7,10,0,0,0,0,0,16,7,0,0,0,6,0,9,0,8,1,0,10,0,0,0,4,0,6,10,4,0,8,14,0,0,7,5,0,0,7,0,0,0,7,9,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,6,7,0,0,6,8,0,7,0,0,8,0,0,0,5,0,0,0,0,7,9,9,0,5,0,6,4,0,0,11,0,6,3,7,4,0,0,9,4,9,8,0,0,10,5,0,0,0,5,7,0,6,6,0,8,9,3,0,0,3,10,1,0,0,9,0,0,0,4,0,6
S213,0,0,8,7,0,10,0,9,4,0,0,2,0,0,12,9,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,5,0,0,5,0,7,0,0,0,2,3,0,5,0,0,0,6,8,0,0,0,8,0,0,0,0,8,0,7,0,7,0,7,0,10,0,11,0,0,0,0,8,1,0,8,8,0,0,0,8,5,10,9,0,0,8,0,0,13,12,0,8,0,7,0,9,11,0,0,0,3,0,0,3,0,0,6,0,5,0,14,4
S214,0,0,6,12,8,6,6,0,0,5,3,6,11,12,0,0,0,0,9,10,0,0,9,0,0,0,6,6,12,0,3,10,4,0,9,0,6,10,4,0,0,10,9,0,4,0,0,4,0,10,9,0,0,2,11,0,5,4,5,0,10,0,0,0,0,2,5,8,0,0,0,0,9,7,0,0,0,6,3,0,0,8,0,0,0,6,0,0,0,8,0,9,0,0,0,2,10,8,0,10,11,6,0,3,9,0,10,6,0,5,8,0,8,0,8,0,0,3,0,10,9,8,5,0,0,0,11,1,0,2,8,0,7,14,8,15,8
S215,5,13,5,0,7,7,0,10,11,11,0,8,12,9,11,0,0,6,9,0,8,4,11,7,0,0,0,5,8,8,0,10,6,12,11,0,11,12,8,5,4,9,7,0,8,11,0,4,6,12,7,0,8,0,9,0,0,11,8,0,8,0,12,0,0,10,11,0,5,5,0,16,0,10,0,0,9,0,0,0,0,5,6,0,0,0,0,5,5,8,9,10,0,11,11,0,7,4,5,0,12,8,0,7,9,0,8,0,14,6,0,0,0,0,3,1,10,0,6,0,6,0,0,4,0,0,8,0,0,0,10,9,0,0,9,8,8
S216,12,7,12,7,0,0,11,0,7,6,0,8,0,0,13,6,0,0,6,0,11,0,0,0,6,9,0,7,0,0,12,9,12,8,9,0,0,7,0,0,10,8,0,8,12,9,0,0,4,6,0,0,10,2,8,0,14,0,0,9,10,4,9,4,11,7,0,9,7,0,6,15,0,0,9,0,8,0,8,7,7,5,0,11,0,0,13,8,0,11,7,12,11,6,10,12,8,0,0,0,8,9,0,8,6,11,10,7,12,0,0,0,4,0,0,6,8,15,7,8,10,9,0,4,0,9,7,5,0,2,9,0,7,7,0,6,12
S217,0,9,9,7,0,0,0,10,0,5,0,5,0,8,2,8,15,13,10,4,8,0,12,0,0,0,11,0,0,10,10,8,7,0,7,4,0,6,3,0,0,13,0,0,0,7,10,0,11,0,0,0,10,0,10,0,0,11,2,0,7,6,0,0,0,0,7,0,0,0,10,8,5,0,6,0,6,0,6,6,0,10,0,6,6,0,7,13,10,10,5,0,4,0,0,7,0,0,0,10,13,0,0,0,0,10,11,0,9,12,14,0,0,7,10,0,0,11,10,0,7,4,6,0,7,8,8,5,0,0,9,0,12,0,7,14,10
S218,0,5,0,0,0,0,0,0,0,7,0,0,0,0,7,6,7,0,9,0,0,0,2,0,0,0,8,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,11,0,7,0,8,0,0,8,0,0,0,0,0,0,0,5,0,0,5,4,0,12,11,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,7,0,0,0,0,3,0,2,0,6,0,9,0,7,8,9,0,0,9,4,4,0,0,0,9,0,0,0,6,0,0,0,0,0,0,12,0,0,5,6,6,2
S219,0,10,7,0,0,14,0,14,8,0,0,0,2,0,6,6,0,0,0,0,0,2,6,5,12,0,5,5,0,0,0,6,5,0,0,0,3,11,0,2,0,16,9,0,0,0,5,0,6,0,0,0,0,0,7,6,0,6,4,3,11,0,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,0,0,0,9,7,0,0,0,6,13,9,5,0,0,5,0,0,10,9,0,0,3,0,5,5,8,0,12,0,0,0,8,4,10,0,0,12,7,9,8,0,0,0,6,13,0,0,4,6,7,0,0,0,6,0,8,0,0,9,6
